titre,entreprise,contrat,lieu,salaire_brut_texte,experience,statut,metier,secteur,etudes,teletravail,url_source,salaire_min,salaire_max
Ingenieur Reseaux Informatique F/H,Non spécifié (Confidentiel),CDI,Cestas - 33,33 - 45 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur réseaux,"INGÉNIERIE, ÉTUDES TECHNIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177783013W?motsCles=Informatique&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,33.0,45.0
Responsable Service Informatique F/H,Non spécifié (Confidentiel),CDI,Le Genest-Saint-Isle - 53,65 - 80 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable informatique,ACTIVITÉS DE SOUTIEN À LA PRODUCTION ANIMALE,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177766892W?motsCles=Informatique&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,65.0,80.0
Responsable de Service Informatique F/H,Non spécifié (Confidentiel),CDI,Vincennes - 94,44 - 54 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable informatique,AUTRES SERVICES DE RESTAURATION NCA,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177767089W?motsCles=Informatique&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,44.0,54.0
Ingénieur Automatisme - Informatique Industrielle F/H,PARLYM,CDI,Martigues - 13,A partir de 40 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Ingénieur informatique industrielle,"INGÉNIERIE, ÉTUDES TECHNIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177868942W?motsCles=Informatique&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,40.0,40.0
Chef de Projet Informatique F/H,Non spécifié (Confidentiel),CDI,Montpellier - 34,45 - 50 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,ACTIVITÉS DES SOCIÉTÉS HOLDING,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177863311W?motsCles=Informatique&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,45.0,50.0
Automaticien - Informatique Industrielle F/H,Non spécifié (Confidentiel),CDI,Fos-sur-Mer - 13,35 - 48 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur informatique industrielle,ACTIVITÉS DES SOCIÉTÉS HOLDING,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177867388W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,35.0,48.0
Automaticien - Informatique Industrielle F/H,Non spécifié (Confidentiel),CDI,Aubagne - 13,35 - 48 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur informatique industrielle,ACTIVITÉS DES SOCIÉTÉS HOLDING,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177867335W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,35.0,48.0
Chef de projet informatique F/H,Non spécifié (Confidentiel),CDI,Lyon 05 - 69,A partir de 32 k€ brut annuel,Aucune expérience exigée,Cadre du secteur privé,Chef de projet informatique,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177830641W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,32.0,32.0
Développeur Informatique Windev F/H,Non spécifié (Confidentiel),CDI,Creuzier-le-Vieux - 03,30 - 32 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Développeur,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177794785W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,30.0,32.0
Responsable de Service Bio-Informatique F/H,HADLEY SEARCH,CDI,Paris 15 - 75,60 - 80 k€ brut annuel,Minimum 8 ans,Cadre du secteur public / Armées,Bioinformaticien,"ADMINISTRATION PUBLIQUE (TUTELLE) DE LA SANTÉ, DE LA FORMATION, DE LA CULTURE ET DES SERVICES SOCIAUX, AUTRE QUE SÉCURITÉ SOCIALE",,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177765092W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,60.0,80.0
Technicien support informatique industrielle F/H,VIVERIS,CDI,Montpellier - 34,A négocier,Minimum 10 ans,Cadre du secteur privé,,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177853795W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,,
Chef de Projet Informatique F/H,Non spécifié (Confidentiel),CDI,Bourg-en-Bresse - 01,45 - 50 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177794893W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,45.0,50.0
Responsable Projets Informatique Industrielle F/H,Technord,CDI,Orléans - 45,A négocier,Minimum 7 ans,Cadre du secteur privé,Ingénieur de production industrielle,CONCEPTION D'ENSEMBLE ET ASSEMBLAGE SUR SITE INDUSTRIEL D'ÉQUIPEMENTS DE CONTRÔLE DES PROCESSUS INDUSTRIELS,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177851579W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,,
Responsable d'applications informatiques F/H,Non spécifié (Confidentiel),CDI,Saint-Quentin - 02,40 - 50 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Ingénieur intégration progiciel,FABRICATION DE MOTOCYCLES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177789884W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,40.0,50.0
Ingénieur Système Informatique F/H,Non spécifié (Confidentiel),CDI,Porte-de-Savoie - 73,45 - 50 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur système,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177792303W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,45.0,50.0
Responsable de Production Informatique F/H,Non spécifié (Confidentiel),CDI,Puteaux - 92,55 - 65 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable de production informatique,GESTION D'INSTALLATIONS SPORTIVES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177751470W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,55.0,65.0
Architecte Système Informatique F/H,Non spécifié (Confidentiel),CDI,Saint-Cloud - 92,42 - 57 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Architecte développement,"INGÉNIERIE, ÉTUDES TECHNIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177841546W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11,42.0,57.0
Chef de projet Informatique Industrielle F/H,Egis,CDI,Montreuil - 93,A négocier,Minimum 4 ans,Cadre du secteur privé,Chef de projet informatique industrielle,"INGÉNIERIE, ÉTUDES TECHNIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177847090W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,,
Technicien support informatique Helpdesk F/H,CARREVOLUTIS,CDI,Montdidier - 80,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Métrologue,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177847017W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,,
Chef de Projet Informatique F/H,Non spécifié (Confidentiel),CDI,Nantes - 44,40 - 55 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177814433W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14,40.0,55.0
Consultant informatique - Business Central F/H,HARRY HOPE,CDI,Nancy - 54,A négocier,Minimum 2 ans,Cadre du secteur privé,Gestionnaire CRM,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177849998W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,,
Technicien Support Informatique - Anglais courant F/H,GR INTERIM &amp; RECRUTEMENT,CDI,Paris 09 - 75,40 - 45 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177852997W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,40.0,45.0
Référent IT / Technicien Support Informatique F/H,Keystone recrutement,CDI,Clichy - 92,50 - 60 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,,FABRICATION D'AUTRES ARTICLES MÉTALLIQUES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177746041W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,50.0,60.0
Chef de Projet Informatique F/H,Non spécifié (Confidentiel),CDI,Rueil-Malmaison - 92,50 - 60 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,SIDÉRURGIE,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177865024W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,50.0,60.0
Ingénieur / Ingénieure d'étude et développement informatique F/H,LOG-WIRE CONSULTING,CDI,Pontoise - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur en études et développement informatiques,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177847953W?motsCles=Informatique&page=9&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,30.0,35.0
Chef de Projet Informatique F/H,Non spécifié (Confidentiel),CDI,Mougins - 06,A partir de 45 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,FABRICATION DE PRODUITS PHARMACEUTIQUES DE BASE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177874908W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,45.0,45.0
Responsable Infrastructure Informatique F/H,Non spécifié (Confidentiel),CDI,Limonest - 69,55 - 60 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable informatique,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177752201W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,55.0,60.0
INGENIEUR D'AFFAIRES SOLUTIONS INFORMATIQUES EMBARQUEES F/H,Stass Conseil,CDI,Saint-Cloud - 92,55 - 75 k€ brut annuel,Minimum 1 an,Cadre du secteur privé,Technico-commercial,"COMMERCE DE GROS (COMMERCE INTERENTREPRISES) D'ORDINATEURS, D'ÉQUIPEMENTS INFORMATIQUES PÉRIPHÉRIQUES ET DE LOGICIELS",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177811402W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,55.0,75.0
Technicien Informatique (h/f) F/H,GROUPE BRANDIZI,CDI,,A négocier,Minimum 3 ans,Agent de maîtrise / Technicien,Directeur de projets informatiques,ACTIVITÉS DES SOCIÉTÉS HOLDING,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177816679W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,,
Chef de projet informatique F/H,Non spécifié (Confidentiel),CDI,Nantes - 44,42 - 49 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177795248W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,42.0,49.0
Chef de projet informatique F/H,Non spécifié (Confidentiel),CDI,Nantes - 44,42 - 49 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chef de projet informatique,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177795240W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,42.0,49.0
Enseignant en informatique - Spécialisation Réseaux et Systèmes F/H,Efrei Paris,CDI,Villejuif - 94,40 - 45 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Enseignant,ENSEIGNEMENT SUPÉRIEUR,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177787648W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,40.0,45.0
CHEF DU SERVICE INFORMATIQUE HF F/H,Centre de Gestion de la Fonction Publique Territoriale des Côtes d'Armor,CDI,Plérin - 22,A partir de 22 k€ brut annuel,Minimum 5 ans,Cadre du secteur public / Armées,Responsable informatique,ADMINISTRATION PUBLIQUE GÉNÉRALE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177763101W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,22.0,22.0
Ingénieur Génie Electrique et Informatique Industrielle F/H,CIBEST SOLUTIONS,CDI,Besançon - 25,38 - 45 k€ brut annuel,Minimum 1 an,Cadre du secteur privé,Ingénieur génie électrique,FONDS DE PLACEMENT ET ENTITÉS FINANCIÈRES SIMILAIRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177763009W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,38.0,45.0
Contrôleur de Gestion / Gestionnaire de la dépense Informatique F/H,Genius Talent,CDD   de 6 mois,Courbevoie - 92,30 - 35 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Contrôleur de gestion,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,Total possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177759122W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,30.0,35.0
Support Informatique Industrielle N3 F/H,Audaxio,CDI,Lorient - 56,37 - 45 k€ brut annuel,Minimum 1 an,Agent de maîtrise / Technicien,,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177848350W?motsCles=Informatique&page=10&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,37.0,45.0
